,Song Name,Matched Name,Ratio Value,Song List Index
687,i woke up in love this morning,woke up in love,67,5337
688,theme from shaft,here for my habits,65,13124
689,if i were your woman,if i were a boy,69,1568
690,i ami said,mama said,74,5844
691,the wedding song there is love,the one i love,64,16747
692,dont knock my love,cant undo my love,74,7216
693,love her madly,love her madly,100,2809
694,here comes the sun,here comes the sun,100,17320
695,sweet mary,sweet harmony,78,2980
696,right on the tip of my tongue,right down the line,67,9591
697,one less bell to answer,one kiss too many,60,5009
698,riders on the storm,riders on the storm,100,416
699,somos novios its impossible,make some noise feat mc stike,54,10178
700,the first time ever i saw your face,i still see your face,61,18257
701,alone again naturally,alone again,69,557
702,american pie,american pie,100,447
703,without you,without you,100,15224
704,the candy man,candy man,82,9231
705,i gotcha,i go crazy,67,13778
706,lean on me,lean on me,100,352
707,baby dont get hooked on me,baby one more time,64,2344
708,brand new key,brand new,82,16148
709,daddy dont you walk so fast,anything you want not that,57,14738
710,lets stay together,lets stay together,100,6838
711,brandy youre a fine girl,crazy for this girl,60,1028
712,oh girl,hey girl,80,10139
713,nice to be with you,nice to meet you,80,18166
714,my dingaling,el shingaling,72,10230
715,if loving you is wrong i dont want to be right,if loving you is wrong i dont want to be right,100,5251
716,heart of gold,heart of gold,100,362
717,betcha by golly wow,baby hold on,58,476
718,ill take you there,ill take you there,100,6856
719,ben,buena,75,6054
720,the lion sleeps tonight,the lion sleeps tonight wimoweh,85,2078
721,outaspace,outerspace,84,11174
722,slippin into darkness,dance with darkness,65,15013
723,long cool woman in a black dress,man in black,55,5291
724,how do you do,how do you feel,79,3071
725,song sung blue,singing the blues,65,5067
726,a horse with no name,a horse with no name,100,369
727,popcorn,panopticon,71,6728
728,everybody plays the fool,everybody wants to rule the world,67,722
729,precious and few,you and me,62,1589
730,last night i didnt get to sleep at all,last night a dj saved my life,57,9234
731,nights in white satin,caught in the rain,67,14053
732,go all the way,going all the way,90,16063
733,too late to turn back now,the boys are back in town,60,451
734,back stabbers,backstreets,67,482
735,down by the lazy river,down by the river,87,15068
736,sunshine,no sunshine,84,4379
737,starting all over again,today all over again,79,5390
738,day after day,after dark,70,3185
739,rocket man,rockstar,67,3406
740,rockin robin,rockin robin,100,1981
741,beautiful sunday,beautiful day,90,6933
742,scorpio,sofrito,71,10222
743,morning has broken,morning breeze,69,1475
744,city of new orleans,the battle of new orleans,73,5055
745,garden party,after party,70,4509
746,i can see clearly now,i can see clearly now  edit,88,6846
747,burning love,big love,80,1187
748,clean up woman,la woman,73,502
749,hold your head up,keep your head up,76,8322
750,jungle fever,teenage fever,72,2452
751,everything i own,everything i got,88,12547
752,in the rain,in the morning,80,1145
753,look what you done for me,what you dont do,68,14681
754,the happiest girl in the whole usa,the happiest girl in the whole usa,100,5309
755,get it on,getting it on,82,3615
756,mother and child reunion,another dimension,63,6416
757,where is the love,where is the love,100,1875
758,im still in love with you,i think i love you,70,17288
759,layla,layla,100,2206
760,day dreaming,daydreaming,96,4016
761,the way of love,the power of love,81,2251
762,black and white,black and white town,86,2521
763,sylvias mother,smother,67,3306
764,hurting each other,hurtin me  the remix,68,1702
765,coconut,cocoon,77,15681
766,puppy love,lucky love,70,3613
767,you dont mess around with jim,you dont know about me,63,9997
768,hot rod lincoln,hot n cold,64,1961
769,a cowboys work is never done,now or never,55,4350
770,joy,joy,100,15767
771,anticipation,anticipation,100,1745
772,never been to spain,never be the same,72,4653
773,kiss an angel good mornin,kiss an angel good mornin,100,5332
774,schools out,i choose you,70,9772
775,saturday in the park,stood in the dark,76,10083
776,drowning in the sea of love,pride in the name of love,73,741
777,use me,see me,83,3116
778,family affair,family affair,100,17262
779,troglodyte cave man,trouble every day,56,2751
780,the witch queen of new orleans,the battle of new orleans,76,5055
781,freddies dead,pretend were dead,60,2995
782,power of love,the power of love,87,2251
783,aint understanding mellow,its raining men,60,2320
784,taxi,taxi,100,11022
785,dont say you dont remember,do you remember,73,3287
786,sealed with a kiss,sealed with a kiss,100,2133
787,i saw the light,i saw the light,100,4986
788,motorcycle mama,motorcycle emptiness,69,2993
789,day by day,day by day,100,15738
790,roundabout,round and round,64,549
791,doctor my eyes,doctor my eyes,100,499
792,id like to teach the world to sing in perfect harmony,if i ruled the world imagine that,56,9157
793,vincent,vent,73,10702
794,baby let me take you in my arms,asleep in my arms,62,13365
795,speak to the sky,orphans of the sky,71,5959
796,id like to teach the world to sing in perfect harmony,if i ruled the world imagine that,56,9157
797,walkin in the rain with the one i love,alive with the glory of love,64,14853
798,get on the good foot,up on the roof,65,5839
799,pop that thang,doo wop that thing,75,903
800,tie a yellow ribbon round the ole oak tree,you spin me round like a record,52,708
801,bad bad leroy brown,black and white town,56,2521
802,killing me softly with his song,killing me softly with his song,100,875
803,lets get it on,lets get ill,77,11947
804,my love,my lover,93,12365
805,why me,with me,77,2495
806,crocodile rock,chief rocka,64,9205
807,will it go round in circles,dancin in circles,59,10124
808,youre so vain,youre so vain,100,355
809,touch me in the morning,in the morning,76,1145
810,the night the lights went out in georgia,the night the lights went out in georgia,100,5452
811,playground in my mind,carolina in my mind,75,7816
812,brother louie,another life,72,16016
813,delta dawn,dead man,67,3039
814,me and mrs jones,mr jones,67,930
815,frankenstein,funky sensation,67,8159
816,drift away,fly away,67,2419
817,little willy,little l,80,1938
818,you are the sunshine of my life,ive had the time of my life,69,807
819,halfbreed,free,62,6186
820,that lady,that day,82,12894
821,pillow talk,pillowtalk,95,8822
822,were an american band,persiana americana,72,14607
823,right place wrong time,right or wrong,67,5216
824,wildflower,wildflowers,95,1370
825,superstition,superstition,100,6391
826,loves me like a rock,love me like im gone,75,1527
827,the morning after,the morning,79,2469
828,rocky mountain high,river deep mountain high,70,9798
829,stuck in the middle with you,stuck in the middle with you,100,8522
830,shambala,chambea,67,3417
831,love train,love train,100,3837
832,im gonna love you just a little more baby,i dont wanna love you anymore,60,11722
833,say has anybody seen my sweet gypsy rose,put your hands where my eyes could see,51,857
834,keep on truckin,keep on walking,73,1184
835,dancing in the moonlight,dancing in the moonlight,100,8357
836,dannys song,last song,70,13362
837,monster mash,monster mash,100,7654
838,natural high,natural,74,3385
839,diamond girl,diamond heart,72,10122
840,long train runnin,long train runnin,100,1188
841,give me love give me peace on earth,heaven is a place on earth,66,2259
842,if you want me to stay,if you wanna feat ayelle,70,5577
843,daddys home,daddys home,100,5876
844,neither one of us wants to be the first to say goodbye,i don’t want to be here anymore,59,12863
845,im doin fine now,im on fire,69,361
846,could it be im falling in love,can’t help falling in love,75,1354
847,daniel,daniel,100,2542
848,midnight train to georgia,midnight train to memphis,80,14981
849,smoke on the water,smoke on the water,100,429
850,the cover of the rolling stone,the house of the rising sun,74,2044
851,behind closed doors,behind feat fiora,61,11938
852,your mama dont dance,youre not alone,63,3279
853,feelin stronger every day,trouble every day,67,2751
854,the cisco kid,cisco kid,82,3948
855,live and let die,lie lie lie,67,6716
856,oh babe what would you say,what would you do,70,12993
857,i believe in you you believe in me,i believe in you,64,5405
858,sing,sing,100,16093
859,aint no woman like the one ive got,i only lie when i love you,60,8458
860,dueling banjos,healing hands,67,17469
861,higher ground,higher ground,100,4530
862,here i am come and take me,here comes the boom,62,1609
863,my maria,my maria,100,5434
864,superfly,super,77,14376
865,get down,get low,80,17218
866,last song,last song,100,13362
867,reelin in the years,crawling in the dark,72,51
868,hocus pocus,hocus bogus,82,3456
869,yesterday once more,say no more,67,11455
870,boogie woogie bugle boy,chattanoogie shoe shine boy,56,5018
871,clair,altair,73,10804
872,do it again,do it again,100,11680
873,kodachrome,at home,59,6460
874,why cant we live together,why cant we be friends,64,8572
875,so very hard to go,hell have to go,61,2037
876,do you wanna dance,do you wanna party,78,1217
877,rockin pneumonia and the boogie woogie flu,grandpa can boogie too,53,16737
878,ramblin man,ramblin man,100,469
879,masterpiece,painting masterpiece,71,15660
880,peaceful,peaceful steps,73,4830
881,one of a kind love affair,over and over again,64,10660
882,funny face,sunny daze,70,116
883,funky worm,funky friday,64,7982
884,angie,change,73,1815
885,jambalaya on the bayou,jambalaya on the bayou,100,2031
886,dont expect me to be your friend,cant seem to make you mine,62,2710
887,break up to make up,break up in the end,63,8850
888,daisy a day,day by day,76,15738
889,also sprach zarathustra 2001,buona sera  remastered 2002,55,2035
890,stir it up,turn it up,80,10587
891,money,money,100,6479
892,gypsy man,gypsy woman,90,6288
893,the world is a ghetto,the world is mine,74,5712
894,yes we can can,i want candy,62,833
895,free ride,free bird,78,432
896,space oddity,oddity,67,8048
897,it never rains in southern california,it never rains in southern california,100,2199
898,the twelfth of never,the tunnel of love,68,2901
899,papa was a rollin stone,like a rolling stone,70,270
900,the way we were,the way we move,80,8343
901,seasons in the sun,island in the sun,80,15648
902,loves theme,lolas theme,82,5718
903,come and get your love,come and get your love,100,2201
904,dancing machine,dancing alone,79,11673
905,the locomotion,the locomotion,100,17280
906,tsop the sound of philadelphia,the sound of silence,64,2048
907,the streak,the breaks,80,9081
908,bennie and the jets,bennie and the jets  remastered 2014,69,475
909,one hell of a woman,ive got a woman,65,1979
910,until you come back to me thats what im gonna do,punta cometa  dancing for the answers alt version,52,16230
911,jungle boogie,jungle shook,72,12152
912,midnight at the oasis,midnight me and the blues,70,5238
913,you make me feel brand new,you make me feel like a natural woman,67,397
914,show and tell,show and prove,74,11120
915,spiders and snakes,stairs and steps,71,13368
916,rock on,rockin’,77,8639
917,sunshine on my shoulders,devil on my shoulder,73,14963
918,sideshow,silver shadow,67,9255
919,hooked on a feeling,hooked on a feeling,100,13757
920,billy dont be a hero,i really dont care,63,16077
921,band on the run,on the run,80,1537
922,the most beautiful girl,the most beautiful girl,100,5279
923,time in a bottle,genie in a bottle,85,2377
924,annies song,this song,70,8202
925,let me be there,ill be there,74,7847
926,sundown,sundown,100,3112
927,youre having my baby,your in my head,69,16640
928,rock me gently,rock the night,64,544
929,boogie down,booty me down,75,18507
930,youre sixteen,three sixteens,74,3675
931,if you love me let me know,if you love me come clean,75,15272
932,dark lady,dark red,71,3620
933,best thing that ever happened to me,best thing i never had,70,10837
934,feel like makin love,feel like makin love,100,16090
